number,trial_index,operand,spike_time_s
3,281,1,0.718
3,281,1,0.971
4,281,2,0.221
4,281,2,0.299
4,281,2,0.4
4,281,2,0.461
4,281,2,0.77
4,281,2,0.878
4,281,2,0.886
5,282,1,0.07
5,282,1,0.158
5,282,1,0.543
5,282,1,0.716
5,282,1,0.749
5,282,1,0.971
1,282,2,0.221
1,282,2,0.261
1,282,2,0.501
1,282,2,0.715
1,282,2,0.965
1,283,1,0.38
1,283,1,0.578
1,283,1,0.669
1,283,1,0.941
4,283,2,0.191
4,283,2,0.275
4,283,2,0.302
4,283,2,0.393
4,283,2,0.74
4,283,2,0.912
4,284,2,0.074
4,284,2,0.08
4,284,2,0.092
4,284,2,0.333
4,284,2,0.575
4,284,2,0.745
4,284,2,0.821
1,285,1,0.129
1,285,1,0.162
1,285,1,0.379
1,285,1,0.476
1,285,1,0.557
1,285,1,0.826
1,285,1,0.842
1,285,1,0.856
1,285,1,0.875
1,285,1,0.938
9,285,2,0.076
9,285,2,0.092
9,285,2,0.106
9,285,2,0.125
9,285,2,0.188
9,285,2,0.313
9,285,2,0.401
9,285,2,0.515
9,285,2,0.798
9,285,2,0.971
6,286,1,0.519
8,287,1,0.706
8,287,1,0.742
8,287,1,0.816
8,287,1,0.905
4,288,1,0.507
4,288,1,0.737
4,288,1,0.847
4,288,1,0.927
4,288,1,0.985
4,288,2,0.097
4,288,2,0.177
4,288,2,0.235
4,288,2,0.385
4,288,2,0.464
4,288,2,0.502
4,289,1,0.111
4,289,1,0.383
4,289,1,0.992
6,289,2,0.242
6,289,2,0.609
6,289,2,0.762
6,289,2,0.842
6,289,2,0.921
6,289,2,0.979
7,290,1,0.006
7,290,1,0.341
7,290,1,0.388
7,290,1,0.496
7,290,1,0.521
7,290,1,0.553
7,290,1,0.697
2,290,2,0.338
2,290,2,0.406
2,290,2,0.517
2,290,2,0.805
2,290,2,0.843
2,290,2,0.87
1,291,1,0.061
1,291,1,0.444
1,291,1,0.533
1,291,1,0.72
1,291,1,0.803
1,291,1,0.861
1,291,1,0.953
4,291,2,0.053
4,291,2,0.111
4,291,2,0.203
4,291,2,0.577
4,291,2,0.706
6,292,1,0.011
6,292,1,0.802
6,292,1,0.989
7,292,2,0.052
7,292,2,0.239
7,292,2,0.665
7,293,1,0.251
7,293,1,0.419
7,293,1,0.453
7,293,1,0.457
7,293,1,0.756
7,293,1,0.935
4,293,2,0.006
4,293,2,0.185
4,293,2,0.298
4,293,2,0.309
4,293,2,0.352
4,293,2,0.671
4,293,2,0.774
4,293,2,0.846
5,294,1,0.198
5,294,1,0.27
5,294,1,0.433
5,294,1,0.451
5,294,1,0.532
5,294,1,0.622
5,294,1,0.657
5,294,1,0.839
1,294,2,0.089
1,294,2,0.354
1,294,2,0.448
1,294,2,0.471
1,294,2,0.662
1,294,2,0.867
2,295,1,0.433
2,295,1,0.604
2,295,1,0.642
2,295,1,0.868
2,295,1,0.973
8,295,2,0.118
8,295,2,0.223
8,295,2,0.429
8,295,2,0.55
8,295,2,0.713
8,295,2,0.886
6,296,1,0.003
6,296,1,0.335
6,296,1,0.405
6,296,1,0.645
6,296,1,0.675
6,296,1,0.841
6,296,1,0.874
6,296,1,0.971
4,297,1,0.158
4,297,1,0.331
4,297,1,0.36
4,297,1,0.417
4,297,1,0.59
4,297,1,0.757
4,297,1,0.848
4,297,1,0.906
5,297,2,0.007
5,297,2,0.098
5,297,2,0.156
5,297,2,0.409
5,297,2,0.613
5,297,2,0.913
4,298,1,0.161
4,298,1,0.194
4,298,1,0.332
4,298,1,0.425
4,298,1,0.461
4,298,1,0.534
4,298,1,0.864
4,298,1,0.904
4,298,1,0.967
2,298,2,0.114
2,298,2,0.154
2,298,2,0.217
2,298,2,0.629
2,298,2,0.727
