subject,neuron,region_raw,region,n_trials,n_presentations,best_bin_ms,best_gamma,temporal_accuracy,permutation_p,n_perm_equal_or_better,coding,valid,invalid_reason
YFU,30,hpc,HPC,300,494,900.0,0.2,0.15789473684210525,0.01990049751243781,3.0,True,True,
YFU,31,hpc,HPC,300,494,180.0,0.8,0.1417004048582996,0.029850746268656716,5.0,True,True,
YFU,32,hpc,HPC,300,494,225.0,0.5,0.15587044534412955,0.004975124378109453,0.0,True,True,
YFU,33,hpc,HPC,300,494,60.0,0.8,0.15789473684210525,0.009950248756218905,1.0,True,True,
YFU,34,hpc,HPC,300,494,90.0,0.2,0.1214574898785425,0.2835820895522388,56.0,False,True,
YFU,35,hpc,HPC,300,494,180.0,0.5,0.12955465587044535,0.15920398009950248,31.0,False,True,
YFU,36,hpc,HPC,300,494,100.0,0.8,0.13360323886639677,0.06965174129353234,13.0,False,True,
YFU,37,hpc,HPC,300,494,75.0,0.2,0.13360323886639677,0.10945273631840796,21.0,False,True,
YFU,38,hpc,HPC,300,494,90.0,0.8,0.14979757085020243,0.014925373134328358,2.0,True,True,
YFU,39,hpc,HPC,300,494,90.0,0.2,0.15991902834008098,0.004975124378109453,0.0,True,True,
YFU,40,hpc,HPC,300,494,90.0,0.2,0.11538461538461539,0.417910447761194,83.0,False,True,
YFU,41,hpc,HPC,300,494,90.0,0.2,0.12550607287449392,0.25870646766169153,51.0,False,True,
YFU,42,hpc,HPC,300,494,150.0,0.5,0.1417004048582996,0.01990049751243781,3.0,True,True,
YFU,43,amy,AMY,300,494,180.0,0.5,0.14979757085020243,0.014925373134328358,2.0,True,True,
YFU,44,amy,AMY,300,494,60.0,0.2,0.11336032388663968,0.43781094527363185,87.0,False,True,
YFU,45,amy,AMY,300,494,90.0,0.5,0.13360323886639677,0.09950248756218906,19.0,False,True,
YFU,46,amy,AMY,300,494,60.0,0.2,0.12550607287449392,0.23383084577114427,46.0,False,True,
YFU,47,amy,AMY,300,494,900.0,0.2,0.12955465587044535,0.13432835820895522,26.0,False,True,
YFU,48,amy,AMY,300,494,900.0,0.2,0.15384615384615385,0.009950248756218905,1.0,True,True,
YFU,49,amy,AMY,300,494,180.0,0.2,0.13765182186234817,0.05970149253731343,11.0,False,True,
YFU,50,amy,AMY,300,494,300.0,0.2,0.1417004048582996,0.06467661691542288,12.0,False,True,
YFU,51,amy,AMY,300,494,100.0,0.2,0.14979757085020243,0.024875621890547265,4.0,True,True,
YFU,52,amy,AMY,300,494,150.0,0.8,0.1437246963562753,0.03482587064676617,6.0,True,True,
YFU,53,amy,AMY,300,494,450.0,0.8,0.14777327935222673,0.01990049751243781,3.0,True,True,
YFU,54,hpc,HPC,300,494,150.0,0.8,0.13765182186234817,0.03980099502487562,7.0,True,True,
YFU,55,hpc,HPC,300,494,60.0,0.5,0.13765182186234817,0.07960199004975124,15.0,False,True,
YFU,56,hpc,HPC,300,494,225.0,0.2,0.145748987854251,0.004975124378109453,0.0,True,True,
YFU,57,hpc,HPC,300,494,450.0,0.2,0.13157894736842105,0.11442786069651742,22.0,False,True,
YFU,58,hpc,HPC,300,494,180.0,0.2,0.11133603238866396,0.4626865671641791,92.0,False,True,
YFU,59,hpc,HPC,300,494,300.0,0.2,0.12348178137651822,0.23880597014925373,47.0,False,True,
YFU,60,hpc,HPC,300,494,900.0,0.2,0.1194331983805668,0.2935323383084577,58.0,False,True,
YFU,61,hpc,HPC,300,494,150.0,0.2,0.15991902834008098,0.009950248756218905,1.0,True,True,
YFU,62,hpc,HPC,300,494,900.0,0.2,0.145748987854251,0.024875621890547265,4.0,True,True,
YFU,63,hpc,HPC,300,494,75.0,0.2,0.12753036437246965,0.15920398009950248,31.0,False,True,
YFU,64,hpc,HPC,300,494,150.0,0.2,0.12348178137651822,0.24378109452736318,48.0,False,True,
YFU,65,hpc,HPC,300,494,450.0,0.5,0.12955465587044535,0.12437810945273632,24.0,False,True,
YFU,66,hpc,HPC,300,494,900.0,0.2,0.13562753036437247,0.09950248756218906,19.0,False,True,
YFU,67,hpc,HPC,300,494,60.0,0.8,0.15182186234817813,0.01990049751243781,3.0,True,True,
YFU,68,hpc,HPC,300,494,90.0,0.8,0.145748987854251,0.01990049751243781,3.0,True,True,
YFU,69,hpc,HPC,300,494,90.0,0.2,0.1417004048582996,0.04477611940298507,8.0,True,True,
