trial,tCue1,tCue2,tCue3,presentationEnd,tPress1,tPress2,tPress3,keyPress1,keyPress2,keyPress3,choiceEnd,timeFeedback,cue1,cue2,operation,operationFirst,correctAnsw,givenAnsw,correct,correctFb,toExclude,operand1_time,operation_time,operand2_time
32,339188.566666667,339938.566666667,340688.533333333,341438.533333333,342838.5,,,1,,,343688.5,344188.466666667,9,10,-,1,-1,1,0,1,0,339938.566666667,339188.566666667,340688.533333333
33,344688.466666667,345438.466666667,346188.433333333,346938.433333333,352971.666666667,,,9,,,353821.633333333,354321.633333333,4,5,+,0,9,9,1,1,0,344688.466666667,346188.433333333,345438.466666667
34,354821.633333333,355571.633333333,356321.6,357071.6,358588.233333333,,,6,,,359354.9,359854.866666667,5,1,+,0,6,6,1,1,0,354821.633333333,356321.6,355571.633333333
35,360354.866666667,361104.866666667,361854.833333333,362604.833333333,365804.766666667,,,0,,,366571.433333333,367071.4,0,2,-,0,-2,0,0,1,0,360354.866666667,361854.833333333,361104.866666667
36,367571.433333333,368321.4,369071.4,369821.366666667,374087.966666667,374387.966666667,,1,0.0,,374954.633333333,375454.6,7,3,+,1,10,10,1,1,0,368321.4,367571.433333333,369071.4
37,375954.6,376704.6,377454.566666667,378204.566666667,379787.866666667,,,3,,,380287.866666667,380787.833333333,6,3,-,0,3,3,1,1,0,375954.6,377454.566666667,376704.6
38,381304.533333333,382054.5,382804.5,383554.466666667,387704.4,,,7,,,388554.4,389054.366666667,10,3,-,0,7,7,1,1,0,381304.533333333,382804.5,382054.5
39,389554.4,390304.366666667,391054.333333333,391804.333333333,393154.3,,,2,,,393720.966666667,394220.966666667,2,4,-,0,-2,2,0,1,0,389554.4,391054.333333333,390304.366666667
40,394720.966666667,395470.933333333,396237.6,396987.566666667,401737.5,402420.833333333,,1,3.0,,402837.466666667,403354.133333333,3,10,+,1,13,13,1,1,0,395470.933333333,394720.966666667,396237.6
41,403854.133333333,404604.133333333,405354.1,406104.1,409087.366666667,409587.366666667,,1,3.0,,410254.033333333,410770.666666667,5,8,+,1,13,13,1,1,0,404604.133333333,403854.133333333,405354.1
42,411270.7,412020.666666667,412770.633333333,413520.633333333,415937.266666667,,,0,,,416587.233333333,417087.233333333,0,9,-,1,-9,0,0,1,0,412020.666666667,411270.7,412770.633333333
43,417587.233333333,418337.233333333,419087.2,419837.2,421703.833333333,,,1,,,422403.8,422903.8,8,9,-,0,-1,1,0,1,0,417587.233333333,419087.2,418337.233333333
44,423403.8,424153.8,424903.766666667,425653.766666667,429753.7,,,1,,,430803.666666667,431303.666666667,6,5,-,1,1,1,1,1,0,424153.8,423403.8,424903.766666667
45,431803.666666667,432553.666666667,433303.633333333,434053.633333333,436653.566666667,,,5,,,437336.9,437836.9,3,2,+,0,5,5,1,1,0,431803.666666667,433303.633333333,432553.666666667
46,438336.9,439086.866666667,439836.866666667,440603.5,442536.8,,,8,,,443970.133333333,444470.1,8,0,+,0,8,8,1,1,0,438336.9,439836.866666667,439086.866666667
47,444970.1,445720.1,446470.066666667,447220.066666667,448553.366666667,,,1,,,449220.033333333,449720.0,2,3,-,0,-1,1,0,1,0,444970.1,446470.066666667,445720.1
48,450220.033333333,450970.0,451720.0,452469.966666667,459536.533333333,,,7,,,460586.5,461086.5,2,5,+,1,7,7,1,1,0,450970.0,450220.033333333,451720.0
49,461586.5,462336.466666667,463086.466666667,463853.133333333,466169.733333333,,,1,,,467036.4,467536.4,2,1,-,1,1,1,1,1,0,462336.466666667,461586.5,463086.466666667
50,468036.366666667,468786.366666667,469536.366666667,470286.333333333,472569.633333333,,,7,,,473252.966666667,473752.933333333,5,2,+,0,7,7,1,1,0,468036.366666667,469536.366666667,468786.366666667
51,474252.933333333,475002.933333333,475752.9,476502.9,479102.866666667,,,2,,,479836.166666667,480336.166666667,2,0,+,1,2,2,1,1,0,475002.933333333,474252.933333333,475752.9
52,480836.166666667,481586.133333333,482336.133333333,483086.133333333,484519.433333333,,,0,,,485086.1,485602.733333333,7,7,-,1,0,0,1,1,0,481586.133333333,480836.166666667,482336.133333333
53,486102.733333333,486852.733333333,487602.7,488352.7,489519.366666667,489852.666666667,,1,4.0,,490469.333333333,490986.0,10,4,+,0,14,14,1,1,0,486102.733333333,487602.7,486852.733333333
54,491486.0,492235.966666667,492985.966666667,493735.933333333,496352.566666667,497002.566666667,,1,2.0,,497619.2,498119.2,8,4,+,1,12,12,1,1,0,492235.966666667,491486.0,492985.966666667
55,498619.2,499369.166666667,500119.166666667,500869.166666667,505602.433333333,506319.066666667,,1,3.0,,506819.033333333,507319.033333333,7,6,+,1,13,13,1,1,0,499369.166666667,498619.2,500119.166666667
56,507819.033333333,508569.033333333,509319.0,510069.0,512052.3,,,1,,,512885.633333333,513385.6,8,7,-,0,1,1,1,1,0,507819.033333333,509319.0,508569.033333333
57,513885.6,514635.6,515385.566666667,516135.566666667,518118.866666667,,,8,,,518868.866666667,519385.5,9,1,-,0,8,8,1,1,0,513885.6,515385.566666667,514635.6
58,519885.5,520635.5,521385.466666667,522135.466666667,527768.7,,,2,,,528552.033333333,529035.333333333,8,10,-,0,-2,2,0,1,0,519885.5,521385.466666667,520635.5
59,529535.333333333,530285.333333333,531035.3,531785.3,534251.933333333,534551.933333333,,1,2.0,,535068.566666667,535568.566666667,6,6,+,1,12,12,1,1,0,530285.333333333,529535.333333333,531035.3
60,536068.566666667,536818.533333333,537568.533333333,538318.533333333,541685.133333333,542001.8,,1,0.0,,542968.433333333,543468.433333333,4,10,-,1,-6,10,0,1,0,536818.533333333,536068.566666667,537568.533333333
61,543968.433333333,544718.4,545468.4,546218.4,552334.966666667,,,2,,,553151.6,553651.6,1,1,+,0,2,2,1,1,0,543968.433333333,545468.4,544718.4
62,554151.6,554901.566666667,555651.566666667,556401.533333333,557751.533333333,,,2,,,558484.833333333,558984.833333333,2,4,-,0,-2,2,0,1,0,554151.6,555651.566666667,554901.566666667
