subject,neuron,region_raw,best_bin_ms,best_gamma,fr_accuracy,temporal_accuracy,accuracy_improvement
YFP,90,hpc,300.0,0.2,0.12025316455696203,0.189873417721519,0.06962025316455697
YFP,91,hpc,60.0,0.2,0.05063291139240506,0.13924050632911392,0.08860759493670886
YFP,92,hpc,60.0,0.8,0.10759493670886076,0.16455696202531644,0.05696202531645568
YFP,93,hpc,900.0,0.2,0.15822784810126583,0.15822784810126583,0.0
YFP,94,hpc,900.0,0.2,0.11392405063291139,0.11392405063291139,0.0
YFP,95,hpc,450.0,0.2,0.12025316455696203,0.13291139240506328,0.01265822784810125
YFP,96,hpc,300.0,0.5,0.13291139240506328,0.1518987341772152,0.018987341772151917
YFP,97,hpc,300.0,0.2,0.11392405063291139,0.1518987341772152,0.037974683544303806
YFR,0,hpc,450.0,0.2,0.13157894736842105,0.13533834586466165,0.0037593984962406013
YFR,1,hpc,450.0,0.2,0.12030075187969924,0.16165413533834586,0.041353383458646614
YFR,2,hpc,60.0,0.2,0.10902255639097744,0.11278195488721804,0.0037593984962406013
YFR,3,hpc,900.0,0.2,0.10526315789473684,0.10526315789473684,0.0
YFR,4,hpc,150.0,0.2,0.12030075187969924,0.13157894736842105,0.011278195488721804
YFR,5,hpc,90.0,0.8,0.12781954887218044,0.15789473684210525,0.03007518796992481
YFR,6,hpc,60.0,0.8,0.09398496240601503,0.13533834586466165,0.041353383458646614
YFR,7,hpc,75.0,0.2,0.08646616541353383,0.09022556390977443,0.0037593984962406013
YFR,8,hpc,900.0,0.2,0.11654135338345864,0.11654135338345864,0.0
YFR,9,hpc,900.0,0.2,0.09022556390977443,0.09022556390977443,0.0
YFR,10,hpc,900.0,0.2,0.11278195488721804,0.11278195488721804,0.0
YFR,11,hpc,75.0,0.2,0.07142857142857142,0.13157894736842105,0.06015037593984962
YFR,12,hpc,90.0,0.2,0.08646616541353383,0.10526315789473684,0.018796992481203006
YFR,13,hpc,60.0,0.5,0.10526315789473684,0.13909774436090225,0.03383458646616541
YFR,15,hpc,150.0,0.5,0.07894736842105263,0.12406015037593984,0.045112781954887216
YFR,16,hpc,60.0,0.2,0.09774436090225563,0.14661654135338345,0.04887218045112782
YFR,17,hpc,150.0,0.2,0.13157894736842105,0.16165413533834586,0.03007518796992481
YFR,18,hpc,75.0,0.2,0.09774436090225563,0.12406015037593984,0.02631578947368421
YFR,19,hpc,900.0,0.2,0.16541353383458646,0.16541353383458646,0.0
YFR,20,hpc,90.0,0.2,0.14661654135338345,0.16917293233082706,0.022556390977443608
YFR,21,hpc,90.0,0.2,0.11278195488721804,0.16541353383458646,0.05263157894736842
YFR,22,hpc,300.0,0.2,0.13909774436090225,0.17293233082706766,0.03383458646616541
YFR,23,hpc,100.0,0.2,0.11654135338345864,0.13157894736842105,0.015037593984962405
YFR,24,amy,100.0,0.2,0.09022556390977443,0.09774436090225563,0.007518796992481203
YFR,25,amy,100.0,0.5,0.09774436090225563,0.14661654135338345,0.04887218045112782
YFR,26,amy,100.0,0.2,0.09022556390977443,0.15037593984962405,0.06015037593984962
YFR,27,amy,150.0,0.2,0.08646616541353383,0.18045112781954886,0.09398496240601503
YFR,28,amy,100.0,0.5,0.10526315789473684,0.11278195488721804,0.007518796992481203
YFR,29,amy,300.0,0.2,0.10526315789473684,0.13157894736842105,0.02631578947368421
YFR,30,amy,300.0,0.5,0.12781954887218044,0.15413533834586465,0.02631578947368421
YFR,31,amy,300.0,0.8,0.14661654135338345,0.16541353383458646,0.018796992481203006
YFR,32,amy,300.0,0.5,0.11654135338345864,0.13157894736842105,0.015037593984962405
YFR,33,amy,60.0,0.5,0.10902255639097744,0.20676691729323307,0.09774436090225563
YFR,34,amy,60.0,0.5,0.07894736842105263,0.12781954887218044,0.04887218045112782
YFR,35,amy,450.0,0.2,0.14285714285714285,0.16165413533834586,0.018796992481203006
YFR,36,amy,60.0,0.2,0.11654135338345864,0.15037593984962405,0.03383458646616541
YFR,37,amy,100.0,0.2,0.11654135338345864,0.15413533834586465,0.03759398496240601
YFR,38,amy,90.0,0.2,0.08646616541353383,0.12030075187969924,0.03383458646616541
YFR,39,amy,450.0,0.2,0.09398496240601503,0.11654135338345864,0.022556390977443608
YFR,45,amy,225.0,0.2,0.10526315789473684,0.15789473684210525,0.05263157894736842
YFR,46,amy,450.0,0.2,0.13533834586466165,0.15037593984962405,0.015037593984962405
YFR,47,amy,60.0,0.8,0.08646616541353383,0.12406015037593984,0.03759398496240601
YFR,48,amy,900.0,0.2,0.11654135338345864,0.11654135338345864,0.0
YFR,49,amy,900.0,0.2,0.12781954887218044,0.12781954887218044,0.0
YFR,50,amy,180.0,0.5,0.07894736842105263,0.13909774436090225,0.06015037593984962
YFR,51,amy,100.0,0.2,0.07142857142857142,0.15037593984962405,0.07894736842105263
YFR,52,amy,75.0,0.2,0.11278195488721804,0.12406015037593984,0.011278195488721804
YFR,53,hpc,90.0,0.2,0.07518796992481203,0.13157894736842105,0.05639097744360902
YFR,54,hpc,60.0,0.2,0.06390977443609022,0.10150375939849623,0.03759398496240601
YFR,55,hpc,150.0,0.5,0.11278195488721804,0.11654135338345864,0.0037593984962406013
YFR,56,hpc,75.0,0.2,0.10526315789473684,0.11278195488721804,0.007518796992481203
YFR,57,hpc,450.0,0.2,0.12406015037593984,0.13533834586466165,0.011278195488721804
YFR,58,hpc,60.0,0.2,0.10150375939849623,0.15789473684210525,0.05639097744360902
YFR,59,hpc,150.0,0.8,0.07142857142857142,0.11278195488721804,0.041353383458646614
YFR,60,hpc,450.0,0.2,0.12406015037593984,0.13533834586466165,0.011278195488721804
YFR,61,hpc,90.0,0.2,0.14285714285714285,0.14285714285714285,0.0
YFR,62,hpc,180.0,0.2,0.11654135338345864,0.12406015037593984,0.007518796992481203
YFR,63,hpc,90.0,0.2,0.06766917293233082,0.13533834586466165,0.06766917293233082
YFR,64,hpc,450.0,0.2,0.10902255639097744,0.17293233082706766,0.06390977443609022
YFR,65,hpc,300.0,0.5,0.10526315789473684,0.11278195488721804,0.007518796992481203
YFR,66,hpc,180.0,0.5,0.09398496240601503,0.16165413533834586,0.06766917293233082
YFR,67,hpc,900.0,0.2,0.13909774436090225,0.13909774436090225,0.0
YFR,68,hpc,300.0,0.2,0.06766917293233082,0.10526315789473684,0.03759398496240601
YFR,69,hpc,60.0,0.5,0.07894736842105263,0.13909774436090225,0.06015037593984962
YFS,26,amy,180.0,0.2,0.11363636363636363,0.14015151515151514,0.026515151515151505
YFS,27,amy,60.0,0.2,0.06818181818181818,0.125,0.05681818181818182
YFS,28,amy,225.0,0.2,0.0946969696969697,0.0946969696969697,0.0
YFS,29,amy,450.0,0.2,0.11742424242424243,0.125,0.007575757575757569
YFS,30,amy,300.0,0.2,0.10606060606060606,0.1590909090909091,0.053030303030303025
YFS,31,amy,300.0,0.2,0.0946969696969697,0.0946969696969697,0.0
YFS,32,amy,150.0,0.5,0.12878787878787878,0.12878787878787878,0.0
YFS,33,amy,900.0,0.2,0.14015151515151514,0.14015151515151514,0.0
YFS,34,amy,60.0,0.2,0.15151515151515152,0.1590909090909091,0.007575757575757569
YFS,35,amy,75.0,0.2,0.05303030303030303,0.10227272727272728,0.04924242424242425
YFS,36,amy,225.0,0.5,0.14393939393939395,0.17803030303030304,0.03409090909090909
YFS,37,hpc,180.0,0.8,0.13257575757575757,0.14393939393939395,0.011363636363636381
YFS,38,hpc,60.0,0.2,0.09848484848484848,0.14393939393939395,0.04545454545454547
YFS,39,hpc,180.0,0.2,0.0946969696969697,0.14015151515151514,0.04545454545454544
YFS,40,hpc,60.0,0.2,0.0946969696969697,0.10606060606060606,0.011363636363636367
YFS,41,hpc,300.0,0.2,0.08333333333333333,0.09090909090909091,0.007575757575757583
YFS,42,hpc,225.0,0.5,0.07196969696969698,0.125,0.053030303030303025
YFS,43,hpc,60.0,0.5,0.10606060606060606,0.11363636363636363,0.007575757575757569
YFS,44,hpc,225.0,0.8,0.11742424242424243,0.15151515151515152,0.03409090909090909
YFS,45,hpc,60.0,0.5,0.10227272727272728,0.1590909090909091,0.05681818181818181
YFS,46,hpc,90.0,0.2,0.09848484848484848,0.16666666666666666,0.06818181818181818
YFS,47,hpc,60.0,0.2,0.12121212121212122,0.12121212121212122,0.0
YFS,48,hpc,300.0,0.2,0.13636363636363635,0.15151515151515152,0.015151515151515166
YFS,49,hpc,900.0,0.2,0.13636363636363635,0.13636363636363635,0.0
YFS,50,hpc,900.0,0.2,0.12878787878787878,0.12878787878787878,0.0
YFS,51,hpc,900.0,0.2,0.12878787878787878,0.12878787878787878,0.0
YFS,52,hpc,60.0,0.5,0.09090909090909091,0.18181818181818182,0.09090909090909091
YFS,53,hpc,900.0,0.2,0.14015151515151514,0.14015151515151514,0.0
YFS,54,hpc,450.0,0.8,0.10984848484848485,0.1553030303030303,0.045454545454545456
YFS,55,hpc,100.0,0.8,0.12121212121212122,0.1553030303030303,0.03409090909090909
YFS,56,hpc,90.0,0.2,0.09848484848484848,0.13257575757575757,0.03409090909090909
YFS,57,hpc,90.0,0.8,0.12121212121212122,0.1553030303030303,0.03409090909090909
YFS,58,hpc,900.0,0.2,0.14015151515151514,0.14015151515151514,0.0
YFS,59,hpc,300.0,0.5,0.07954545454545454,0.10227272727272728,0.022727272727272735
YFS,60,hpc,225.0,0.2,0.09848484848484848,0.15151515151515152,0.05303030303030304
YFS,61,hpc,150.0,0.5,0.125,0.12878787878787878,0.0037878787878787845
YFS,62,hpc,100.0,0.2,0.10984848484848485,0.11363636363636363,0.0037878787878787845
YFS,74,hpc,60.0,0.8,0.06818181818181818,0.15151515151515152,0.08333333333333334
YFS,75,hpc,450.0,0.2,0.12878787878787878,0.12878787878787878,0.0
YFS,76,hpc,450.0,0.8,0.11742424242424243,0.1590909090909091,0.04166666666666666
YFS,77,hpc,75.0,0.2,0.0946969696969697,0.16287878787878787,0.06818181818181818
YFS,78,hpc,300.0,0.8,0.10606060606060606,0.125,0.018939393939393936
YFS,79,hpc,150.0,0.5,0.10227272727272728,0.12121212121212122,0.018939393939393936
YFS,80,hpc,100.0,0.5,0.125,0.17803030303030304,0.05303030303030304
YFS,81,hpc,60.0,0.2,0.10984848484848485,0.10984848484848485,0.0
YFS,82,hpc,75.0,0.2,0.10984848484848485,0.13257575757575757,0.02272727272727272
YFS,83,hpc,75.0,0.2,0.09848484848484848,0.11363636363636363,0.015151515151515152
YFS,84,hpc,90.0,0.8,0.09090909090909091,0.125,0.03409090909090909
YFS,85,amy,90.0,0.8,0.10227272727272728,0.13636363636363635,0.034090909090909075
YFS,86,amy,90.0,0.8,0.125,0.13257575757575757,0.007575757575757569
YFS,87,amy,180.0,0.2,0.07575757575757576,0.14015151515151514,0.06439393939393938
YFS,88,amy,90.0,0.2,0.08712121212121213,0.125,0.03787878787878787
YFS,89,amy,75.0,0.5,0.08333333333333333,0.11742424242424243,0.0340909090909091
YFS,90,amy,150.0,0.8,0.10606060606060606,0.12878787878787878,0.02272727272727272
YFS,91,amy,180.0,0.2,0.0946969696969697,0.10984848484848485,0.015151515151515152
YFS,92,amy,60.0,0.2,0.125,0.15151515151515152,0.02651515151515152
YFS,93,amy,150.0,0.8,0.11742424242424243,0.12878787878787878,0.011363636363636354
YFS,94,amy,300.0,0.8,0.13636363636363635,0.17424242424242425,0.0378787878787879
YFS,95,amy,100.0,0.8,0.09090909090909091,0.16287878787878787,0.07196969696969696
YFT,9,ent,450.0,0.2,0.1090146750524109,0.13836477987421383,0.029350104821802933
YFT,10,ent,180.0,0.8,0.1069182389937107,0.12578616352201258,0.018867924528301883
YFT,11,ent,90.0,0.8,0.1111111111111111,0.14465408805031446,0.033542976939203356
YFT,12,ent,450.0,0.2,0.1509433962264151,0.15513626834381553,0.004192872117400437
YFT,13,ent,75.0,0.5,0.11530398322851153,0.13626834381551362,0.020964360587002087
YFT,14,ent,60.0,0.8,0.1090146750524109,0.11740041928721175,0.008385744234800846
YFT,15,ent,150.0,0.2,0.12368972746331237,0.14465408805031446,0.020964360587002087
YFT,16,ent,60.0,0.2,0.11320754716981132,0.1278825995807128,0.014675052410901473
YFT,17,hpc,450.0,0.2,0.14675052410901468,0.14675052410901468,0.0
YFT,18,hpc,150.0,0.2,0.12159329140461216,0.1320754716981132,0.01048218029350105
YFT,19,hpc,450.0,0.2,0.11530398322851153,0.12578616352201258,0.01048218029350105
YFT,20,hpc,60.0,0.2,0.09433962264150944,0.10062893081761007,0.0062893081761006275
YFT,21,hpc,90.0,0.2,0.129979035639413,0.13417190775681342,0.004192872117400437
YFT,22,hpc,75.0,0.5,0.11530398322851153,0.129979035639413,0.01467505241090146
YFT,23,hpc,60.0,0.2,0.09853249475890985,0.09853249475890985,0.0
YFT,24,hpc,75.0,0.5,0.13836477987421383,0.14465408805031446,0.0062893081761006275
YFT,25,hpc,60.0,0.8,0.11530398322851153,0.12159329140461216,0.0062893081761006275
YFT,26,hpc,300.0,0.2,0.09853249475890985,0.1069182389937107,0.008385744234800846
YFT,27,hpc,100.0,0.2,0.11530398322851153,0.13836477987421383,0.023060796645702306
YFT,28,hpc,90.0,0.8,0.09433962264150944,0.11530398322851153,0.020964360587002087
YFT,29,hpc,90.0,0.2,0.12159329140461216,0.12368972746331237,0.0020964360587002184
YFT,30,hpc,60.0,0.2,0.10272536687631027,0.1069182389937107,0.004192872117400423
YFT,31,hpc,300.0,0.5,0.10062893081761007,0.12368972746331237,0.023060796645702306
YFT,32,amy,90.0,0.5,0.13626834381551362,0.16142557651991615,0.025157232704402538
YFT,33,amy,180.0,0.8,0.1278825995807128,0.14255765199161424,0.014675052410901446
YFT,34,amy,60.0,0.8,0.1069182389937107,0.11740041928721175,0.01048218029350105
YFT,35,amy,150.0,0.2,0.129979035639413,0.13626834381551362,0.0062893081761006275
YFT,36,amy,100.0,0.8,0.11320754716981132,0.14255765199161424,0.02935010482180292
YFT,37,amy,225.0,0.2,0.11530398322851153,0.13836477987421383,0.023060796645702306
YFT,38,amy,60.0,0.5,0.10482180293501048,0.129979035639413,0.02515723270440251
YFT,39,amy,900.0,0.2,0.14465408805031446,0.14465408805031446,0.0
YFT,40,hpc,150.0,0.2,0.10062893081761007,0.13626834381551362,0.03563941299790355
YFT,41,hpc,225.0,0.2,0.10272536687631027,0.12159329140461216,0.018867924528301883
YFT,42,hpc,450.0,0.2,0.1320754716981132,0.1509433962264151,0.018867924528301883
YFT,43,hpc,180.0,0.8,0.11530398322851153,0.13626834381551362,0.020964360587002087
YFT,44,hpc,450.0,0.2,0.09643605870020965,0.1069182389937107,0.01048218029350105
YFT,45,hpc,150.0,0.2,0.11530398322851153,0.14465408805031446,0.029350104821802933
YFT,46,hpc,450.0,0.2,0.129979035639413,0.14675052410901468,0.016771488469601692
YFT,47,hpc,300.0,0.2,0.12368972746331237,0.1320754716981132,0.008385744234800832
YFT,48,hpc,100.0,0.2,0.09224318658280922,0.12368972746331237,0.03144654088050315
YFT,49,hpc,225.0,0.2,0.12159329140461216,0.1530398322851153,0.03144654088050315
YFT,50,hpc,300.0,0.2,0.14046121593291405,0.1488469601677149,0.008385744234800846
YFT,51,hpc,90.0,0.8,0.12368972746331237,0.14046121593291405,0.016771488469601678
YFT,69,ent,100.0,0.8,0.1090146750524109,0.12368972746331237,0.014675052410901473
YFT,70,ent,100.0,0.5,0.07337526205450734,0.1069182389937107,0.033542976939203356
YFT,71,ent,100.0,0.5,0.11740041928721175,0.1278825995807128,0.01048218029350105
YFT,72,ent,180.0,0.2,0.10062893081761007,0.11320754716981132,0.012578616352201255
YFT,73,ent,90.0,0.5,0.07966457023060797,0.10272536687631027,0.023060796645702306
YFT,74,ent,180.0,0.2,0.11949685534591195,0.14255765199161424,0.02306079664570229
YFT,75,ent,300.0,0.2,0.11740041928721175,0.13626834381551362,0.01886792452830187
YFT,76,ent,100.0,0.2,0.09643605870020965,0.1278825995807128,0.03144654088050315
YFT,77,ent,75.0,0.2,0.11530398322851153,0.13836477987421383,0.023060796645702306
YFU,0,amy,900.0,0.2,0.11538461538461539,0.11538461538461539,0.0
YFU,1,amy,150.0,0.8,0.10323886639676114,0.13562753036437247,0.032388663967611336
YFU,2,amy,180.0,0.2,0.08704453441295547,0.11740890688259109,0.030364372469635623
YFU,3,amy,450.0,0.2,0.09919028340080972,0.13765182186234817,0.03846153846153845
YFU,4,amy,100.0,0.2,0.10728744939271255,0.1214574898785425,0.014170040485829954
YFU,5,amy,450.0,0.8,0.10728744939271255,0.11740890688259109,0.010121457489878541
YFU,6,amy,60.0,0.5,0.08704453441295547,0.09716599190283401,0.010121457489878541
YFU,7,amy,180.0,0.2,0.1214574898785425,0.13360323886639677,0.012145748987854268
YFU,8,amy,90.0,0.2,0.07894736842105263,0.10728744939271255,0.028340080971659923
YFU,9,amy,75.0,0.5,0.08906882591093117,0.10931174089068826,0.020242914979757096
YFU,10,amy,100.0,0.2,0.09109311740890688,0.10931174089068826,0.018218623481781382
YFU,11,amy,100.0,0.2,0.07692307692307693,0.11538461538461539,0.038461538461538464
YFU,20,hpc,900.0,0.2,0.13157894736842105,0.13157894736842105,0.0
YFU,21,hpc,900.0,0.2,0.13765182186234817,0.13765182186234817,0.0
YFU,22,hpc,900.0,0.2,0.12955465587044535,0.12955465587044535,0.0
YFU,23,hpc,100.0,0.8,0.09919028340080972,0.13562753036437247,0.03643724696356275
YFU,24,hpc,60.0,0.2,0.09919028340080972,0.12753036437246965,0.028340080971659923
YFU,25,hpc,100.0,0.8,0.08502024291497975,0.12550607287449392,0.040485829959514164
YFU,26,hpc,60.0,0.8,0.08502024291497975,0.12348178137651822,0.038461538461538464
YFU,27,hpc,180.0,0.2,0.10728744939271255,0.13765182186234817,0.030364372469635623
YFU,28,hpc,180.0,0.8,0.12348178137651822,0.13157894736842105,0.008097165991902827
YFU,29,hpc,450.0,0.2,0.11538461538461539,0.15182186234817813,0.036437246963562736
YFU,30,hpc,900.0,0.2,0.15789473684210525,0.15789473684210525,0.0
YFU,31,hpc,180.0,0.8,0.11740890688259109,0.1417004048582996,0.02429149797570851
YFU,32,hpc,225.0,0.5,0.10931174089068826,0.15587044534412955,0.04655870445344129
YFU,33,hpc,60.0,0.8,0.12550607287449392,0.15789473684210525,0.032388663967611336
YFU,34,hpc,90.0,0.2,0.1194331983805668,0.1214574898785425,0.0020242914979757
YFU,35,hpc,180.0,0.5,0.10323886639676114,0.12955465587044535,0.02631578947368421
YFU,36,hpc,100.0,0.8,0.11740890688259109,0.13360323886639677,0.016194331983805682
YFU,37,hpc,75.0,0.2,0.11336032388663968,0.13360323886639677,0.020242914979757096
YFU,38,hpc,90.0,0.8,0.1396761133603239,0.14979757085020243,0.010121457489878527
YFU,39,hpc,90.0,0.2,0.1396761133603239,0.15991902834008098,0.020242914979757082
YFU,40,hpc,90.0,0.2,0.10323886639676114,0.11538461538461539,0.012145748987854255
YFU,41,hpc,90.0,0.2,0.09716599190283401,0.12550607287449392,0.02834008097165991
YFU,42,hpc,150.0,0.5,0.0951417004048583,0.1417004048582996,0.046558704453441305
YFU,43,amy,180.0,0.5,0.11740890688259109,0.14979757085020243,0.032388663967611336
YFU,44,amy,60.0,0.2,0.09109311740890688,0.11336032388663968,0.022267206477732795
YFU,45,amy,90.0,0.5,0.10121457489878542,0.13360323886639677,0.03238866396761135
YFU,46,amy,60.0,0.2,0.09109311740890688,0.12550607287449392,0.034412955465587036
YFU,47,amy,900.0,0.2,0.12955465587044535,0.12955465587044535,0.0
YFU,48,amy,900.0,0.2,0.15384615384615385,0.15384615384615385,0.0
YFU,49,amy,180.0,0.2,0.12753036437246965,0.13765182186234817,0.010121457489878527
YFU,50,amy,300.0,0.2,0.10323886639676114,0.1417004048582996,0.038461538461538464
YFU,51,amy,100.0,0.2,0.10323886639676114,0.14979757085020243,0.04655870445344129
YFU,52,amy,150.0,0.8,0.11538461538461539,0.1437246963562753,0.02834008097165991
YFU,53,amy,450.0,0.8,0.12753036437246965,0.14777327935222673,0.020242914979757082
YFU,54,hpc,150.0,0.8,0.09109311740890688,0.13765182186234817,0.04655870445344129
YFU,55,hpc,60.0,0.5,0.08097165991902834,0.13765182186234817,0.05668016194331983
YFU,56,hpc,225.0,0.2,0.11740890688259109,0.145748987854251,0.02834008097165991
YFU,57,hpc,450.0,0.2,0.11336032388663968,0.13157894736842105,0.018218623481781368
YFU,58,hpc,180.0,0.2,0.10121457489878542,0.11133603238866396,0.010121457489878541
YFU,59,hpc,300.0,0.2,0.10323886639676114,0.12348178137651822,0.020242914979757082
YFU,60,hpc,900.0,0.2,0.1194331983805668,0.1194331983805668,0.0
YFU,61,hpc,150.0,0.2,0.11133603238866396,0.15991902834008098,0.04858299595141702
YFU,62,hpc,900.0,0.2,0.145748987854251,0.145748987854251,0.0
YFU,63,hpc,75.0,0.2,0.0951417004048583,0.12753036437246965,0.03238866396761135
YFU,64,hpc,150.0,0.2,0.11133603238866396,0.12348178137651822,0.012145748987854255
YFU,65,hpc,450.0,0.5,0.11538461538461539,0.12955465587044535,0.014170040485829954
YFU,66,hpc,900.0,0.2,0.13562753036437247,0.13562753036437247,0.0
YFU,67,hpc,60.0,0.8,0.0931174089068826,0.15182186234817813,0.05870445344129553
YFU,68,hpc,90.0,0.8,0.10728744939271255,0.145748987854251,0.03846153846153845
YFU,69,hpc,90.0,0.2,0.09716599190283401,0.1417004048582996,0.04453441295546559
